name,type,episodes,rating,members
Gakuen Handsome: Legend of Sexy,Music,2,6.00,363
Hashire!,ONA,1,5.98,556
Kaichuu!,ONA,4,5.98,6941
Kamisama Dolls Specials,Special,6,5.98,4985
Koi-ken!: Watashitachi Anime ni Nacchatta!,ONA,12,5.98,3384
Magma Taishi,OVA,13,5.98,421
Mahou Shoujo Sonico?Magica,ONA,1,5.98,13266
Ninja Mono,OVA,2,5.98,1651
Stitch!: Piko Kara no Chousenjou,Special,1,5.98,458
Tactical Roar Special,Special,1,5.98,1252
Yoshino no Hime,ONA,1,5.98,339
Yu Bang Xiang Zheng,Movie,1,5.98,216
Ame to Shoujo to Watashi no Tegami,ONA,1,5.97,6686
Bab Mook Ja,Movie,1,5.97,306
Fushigi na Somera-chan,TV,12,5.97,7988
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,OVA,1,5.97,2147
Kakko Kawaii Sengen!,TV,5,5.97,590
Kiitarou Shounen no Youkai Enikki,TV,12,5.97,11986
Kikyuu,Music,1,5.97,247
Koi Koi 7 Specials,Special,7,5.97,1623
Long Riders Recap,Special,1,5.97,582
Mobile Suit SD Gundam Mk V,OVA,3,5.97,1294
Mother: Saigo no Shoujo Eve,Movie,1,5.97,697
Refrain Blue,OVA,3,5.97,1181
Yuki Terai,OVA,6,5.97,280
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,TV,12,5.95,6220
Dark Side Cat,ONA,6,5.96,1821
Erementar Gerad: Aozora no Senki,Music,1,5.96,759
Fake Doll,Music,1,5.96,893
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,ONA,1,5.97,578
Koi Koi 7,TV,13,5.96,10399
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,Music,1,5.96,129
Mugen no Ryvius: Illusion,Special,6,5.96,517
Oshare Kozou wa Hanamaru,OVA,1,5.96,327
Shukufuku no Campanella Specials,Special,6,5.96,2817
11eyes Picture Drama,Special,13,5.95,2505
Bloodivores,TV,12,5.95,36827
Dai Yamato Zero-gou,OVA,5,5.95,566
DragonBlade,Movie,1,5.95,427
Garo: Guren no Tsuki,TV,23,5.96,17515
Handsome Girl,OVA,1,5.95,1734
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,OVA,1,5.95,375
MAPS,OVA,4,5.95,1007
Mujigen Hunter Fandora,OVA,3,5.95,688
Pankunchi,ONA,10,5.95,210
Psycho Diver: Mashou Bosatsu,OVA,1,5.95,2137
Rolling?Girls: Chibi?Rolling?Girls Korokoro Gekijou,Special,12,5.95,2111
Ten no Kawa,Music,1,5.95,471
Yuri Seijin Naoko-san,OVA,1,5.95,9485
Akai Hayate,OVA,4,5.94,778
Kantoku Fuyuki Todoki,TV,13,5.94,4037
Kobutori (1929),Movie,1,5.94,1280
Koroshiya 1 The Animation: Episode 0,OVA,1,5.94,5704
Kotatsu Neko (ONA),ONA,2,5.94,678
Kumo to Tulip,Movie,1,5.94,843
Kuro to Kin no Akanai Kagi.,OVA,2,5.94,5019
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,Music,1,5.94,1773
Meshimase Lodoss-tou Senki: Sorette Oishii no?,TV,13,5.94,1187
Moshidora Recap,Special,1,5.94,251
Santa Company,Movie,1,5.94,2659
Seirei Tsukai,Movie,1,5.94,1693
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Special,3,5.94,5505
Toukiden: The Age of Demons - Introduction,Special,1,5.94,499
Uchuu Enban Dai-Sensou,Movie,1,5.94,557
"Wake Up, Girl Zoo! Miyagi PR de Go!",Special,1,5.94,283
Youchien Senshi: Hanamaru Girls,Special,3,5.94,1147
Yume no Ukiyo ni Saitemina,Music,1,5.94,397
Anisava,TV,13,5.93,176
Cream Lemon: New Generation,OVA,4,5.93,917
Down Load: Namu Amida Butsu wa Ai no Uta,OVA,1,5.93,740
Fire Emblem,OVA,2,5.93,5372
Flying Witch Petit,ONA,9,5.93,6769
Ginsoukikou Ordian,TV,24,5.93,1304
Hoshi no Umi no Amuri,OVA,3,5.93,2443
Little Nemo Pilot (1987),Special,1,5.93,267
Meisou! Underworld,ONA,1,5.93,1456
Moegaku?5,TV,40,5.93,572
Namida no Tsubomi,Music,1,5.93,144
Neko nanka Yondemo Konai.,TV,12,5.93,623
Norn9: Norn+Nonet Recap,Special,1,5.93,2109
Youkai Ningen Bem (2006),TV,26,5.93,1070
Bara no Hana to Joe,Movie,1,5.92,306
Battery,TV,11,5.92,30270
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,OVA,2,5.92,641
Dragoon,OVA,3,5.92,896
Duel Masters,TV,26,5.92,13012
Haru wa Kuru,ONA,1,5.92,547
Kaitou Reinya,TV,12,5.92,2087
Majokko Club Yoningumi: A Kuukan kara no Alien X,OVA,1,5.92,441
Malice@Doll,OVA,3,5.92,1739
Meisou-Ou Border,OVA,1,5.92,187
Mobile Suit Gundam ZZ: Gundam Frag.,OVA,2,5.92,2058
Moon Festa,Music,1,5.92,103
Onsen Yousei Hakone-chan,TV,13,5.92,18498
Pugyuru,TV,13,5.92,2513
REACH x Thermae Romae: Pietrada no Kekkon,Special,1,5.92,308
"Slime Boukenki: Umi da, Yeah!",Special,1,5.92,403
Sweet Valerian Specials,Special,8,5.92,601
Tobira wo Akete,Movie,1,5.92,894
Turnover,ONA,1,5.92,1150
Asako Get You!!,OVA,2,5.91,2619
Babel Nisei (2001),TV,13,5.91,1502
Goulart Knights: Evoked the Beginning Black,OVA,1,5.91,8002
Hoshi no Kirby: Pilot,Special,1,5.91,915
Hoshikuzu Paradise,OVA,1,5.91,295
Houkago no Tinker Bell,OVA,1,5.91,320
Kashi no Ki Mokku,TV,52,5.91,787
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Movie,1,5.91,594
Ryuu Seiki,OVA,2,5.91,897
Shizuku,Movie,1,5.91,1484
Sweet Valerian,TV,18,5.91,1680
Ttori wa Zeta Robot,Movie,1,5.91,334
Unkai no Meikyuu Zeguy,OVA,2,5.91,808
X Densha de Ikou,OVA,1,5.91,1129
Calm,Movie,1,5.89,506
Coluboccoro,OVA,1,5.89,1081
Cosplay Complex: Extra Identification,OVA,1,5.90,2145
DinoZone,OVA,5,5.90,636
Gakuen Tokusou Hikaruon,OVA,1,5.90,1068
Gregorio,Music,1,5.90,89
Hatsune Miku x Tetsuya Nomura,Special,1,5.90,1232
Inishie no Megami to Houseki no Ite,ONA,1,5.90,143
Karen Senki,ONA,11,5.90,8697
Kekkou Kamen,OVA,4,5.90,2344
Ladies versus Butlers! Tokuten Disc Music Clip,Special,1,5.90,5676
Lupin Shanshei,OVA,10,5.90,582
Military!,TV,12,5.91,19761
Shishunki Bishoujo Gattai Robo Z-MIND,OVA,6,5.90,333
Taiyou no Hou: El Cantare e no Michi,Movie,1,5.90,332
Tang Lang Bu Chan,Movie,1,5.90,112
All That Gundam,Special,1,5.89,2760
Anitore! XX,TV,12,5.89,6227
Aquarion Logos,TV,26,5.89,11756
Arabian Nights: Sindbad no Bouken,Movie,1,5.89,550
Baka Miserables,ONA,3,5.89,169
G-On Riders Special,Special,1,5.89,302
Grandeek,OVA,1,5.89,896
Gundam: Mission to the Rise,Special,1,5.89,2710
Lime-iro Ryuukitan X,TV,13,5.89,2009
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,Movie,1,5.89,360
Peeping Life: The Perfect Extension,OVA,10,5.89,245
Rean no Tsubasa,ONA,6,5.89,2228
Toukiden 2,ONA,3,5.89,199
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,OVA,1,5.89,199
Usakame,TV,12,5.89,5941
Waza no Tabibito,Movie,1,5.89,474
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,OVA,1,5.89,472
7-kakan.,Music,1,5.88,143
Divine Gate,TV,12,5.88,83271
Honey Tokyo,ONA,1,5.88,1410
HORIZON feat. Hatsune Miku,Music,1,5.88,1297
Jikuu Tenshou Nazca,TV,12,5.88,3080
Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,OVA,1,5.88,409
Kagaku na Yatsura,OVA,1,5.88,10812
Kyoto Animation: Hana-hen,Special,1,5.88,2483
lilac (bombs Jun Togawa),Music,1,5.88,175
Mori no e,Music,1,5.87,202
Nimrod,Music,1,5.88,296
Platonic Chain: Web,Special,1,5.88,322
Shin Seiki Den Mars,TV,13,5.88,556
Super Milk-chan,TV,14,5.88,2476
Super Speed,Music,1,5.88,691
Suteneko Tora-chan,Movie,1,5.88,615
Tie Shan Gongzhu,Movie,1,5.88,347
Top wo Nerae! Gunbuster Specials,Special,3,5.88,3095
Wizardry,OVA,1,5.88,991
_Summer,OVA,2,5.88,7051
Ali Baba to 40-hiki no Touzoku,Movie,1,5.87,602
Aoi Umi no Tristia,OVA,2,5.87,2279
Bihada Ichizoku,TV,12,5.87,2777
Hakimono to Kasa no Monogatari,Music,1,5.87,108
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,OVA,1,5.87,418
Loups=Garous Pilot,Special,1,5.87,622
Princess Lover!: Magical Knight Maria-chan,Special,6,5.87,5960
Sekiei Ayakashi Mangatan,ONA,3,5.87,2615
Sugar*Soldier,Special,3,5.87,6738
Aura Battler Dunbine OVA,OVA,3,5.86,972
Chaos Dragon: Sekiryuu Seneki,TV,12,5.86,62257
Cheating Craft,TV,12,5.86,23469
Chou Kousoku Gran Doll,OVA,3,5.86,837
Egao no Hana,Music,1,5.86,670
Gundam: G no Reconguista,TV,26,5.86,16538
Kojiki: Hyuuga-hen,Movie,1,5.86,148
Mahou Yuugi 3D,OVA,1,5.86,1148
Mikan-Seijin,TV,26,5.86,258
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Special,1,5.86,785
School Days: Magical Heart Kokoro-chan,OVA,1,5.86,28812
Seihou Tenshi Angel Links Special,Special,1,5.86,310
Sekai de Ichiban Tsuyoku Naritai! Specials,Special,6,5.86,3712
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,ONA,2,5.86,217
Superflat First Love,Special,1,5.86,2433
Yugami-kun ni wa Tomodachi ga Inai,ONA,2,5.86,858
Blame! Prologue,OVA,2,5.85,4703
Chikotan,Movie,1,5.87,145
Futari wa Milky Holmes,TV,12,5.85,6303
Growlanser IV: Wayfarer of the Time,OVA,1,5.85,931
High Score,TV,8,5.85,4894
Irodorimidori: Change Our Mirai!,Music,1,5.85,721
Kyoukasho ni Nai!,OVA,2,5.85,2237
Mahou Shoujo Taisen,TV,26,5.85,12783
Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,OVA,1,5.85,302
Okubyou na Venus,OVA,1,5.85,223
Oval x Over,OVA,1,5.85,557
Parappa the Rapper,TV,30,5.85,1199
Popful Mail,Music,1,5.85,166
Portable Kuukou,Music,1,5.85,1515
Rakushou! Hyper Doll,OVA,2,5.85,937
Shounen Kenya,Movie,1,5.85,816
Show By Rock!!: Plasmagica na Gogo,ONA,3,5.85,469
Youseiki Suikoden,OVA,1,5.85,1240
Alps no Shoujo Heidi Pilot,Special,1,5.84,419
Choboraunyopomi Gekijou Ai Mai Mii,TV,13,5.83,16846
Choujin Locke: Mirror Ring,OVA,1,5.84,391
Chuumon no Ooi Ryouriten (1993),Movie,1,5.83,238
ClassicaLoid,TV,25,5.84,11717
Grendizer Giga,ONA,1,5.84,207
Hoshi no Orpheus,Movie,1,5.84,310
Imokawa Mukuzo: Genkanban no Maki,Movie,1,5.83,208
Love Position: Halley Densetsu,OVA,1,5.84,398
Mini Moni the TV,TV,15,5.84,273
Next Senki Ehrgeiz,TV,12,5.84,472
Onizushi,ONA,3,5.84,153
Ravex in Tezuka World,OVA,1,5.84,620
Sakura Taisen: Kanadegumi,OVA,1,5.84,1630
Soul Link Picture Drama,Special,3,5.84,603
AIKa: Special Trial,Special,1,5.83,4116
Akane Maniax,OVA,3,5.83,13988
Awake,Special,2,5.83,276
Battle Break,ONA,1,5.83,189
Battle Royal High School,OVA,1,5.83,2899
Doudou,OVA,2,5.83,234
Hashire Melos,Special,1,5.83,338
Lupin VIII,Special,1,5.83,1166
Mame-Mofu Collab Animation,ONA,1,5.83,119
Minna Atsumare! Falcom Gakuen,TV,13,5.83,3175
Misute?naide Daisy,TV,12,5.83,720
Ougon no Hou: El Cantare no Rekishikan,Movie,1,5.83,308
Peeping Life TV: Season 1??,TV,12,5.83,1573
Romantica Clock,Special,3,5.83,8491
Satsujin Kippu wa Heart-iro,OVA,1,5.83,209
Tokiwa Kitareri!!,Special,1,5.83,176
Utopa,Movie,1,5.83,590
Band of Ninja,Movie,1,5.82,748
Denshinbashira no Okaasan,Movie,1,5.82,224
Doggy Poo,Movie,1,5.82,2212
Fuuun Ishin Dai?Shogun,TV,12,5.82,15758
Ice Movie,Movie,1,5.82,804
Kyoto Animation: Hoshi-hen,Special,1,5.82,2295
Onara Gorou,TV,13,5.82,5117
PES: Peace Eco Smile,ONA,7,5.82,2487
Platonic Chain,TV,24,5.82,1091
Shinkai no Kantai: Submarine 707,OVA,1,5.82,299
Transformers Zone,OVA,1,5.82,791
Variable Geo,OVA,3,5.82,1999
Alexander Senki,TV,13,5.81,4014
Canvas: Sepia-iro no Motif,OVA,2,5.81,5464
Cyborg 009: The Reopening,Special,1,5.81,971
Diabolik Lovers,TV,12,5.81,107960
Evidence,Music,1,5.81,705
Hacka Doll,Special,2,5.81,2961
Iczer-Girl Iczelion,OVA,2,5.81,1194
Ishikeri,Movie,1,5.81,207
Joseito,OVA,1,5.81,774
Kataribe Shoujo Honoka,ONA,1,5.81,241
Kidou Shinsengumi Moeyo Ken,OVA,4,5.81,1114
Landlock,OVA,2,5.81,965
Makkuramori no Uta,Music,1,5.81,117
Moekan The Animation,OVA,3,5.81,1859
Ninja Ryuukenden,OVA,1,5.81,2281
Taneyamagahara no Yoru,Movie,1,5.81,2428
Uchurei!,TV,12,5.81,864
Alice in Cyberland,OVA,1,5.80,605
Cosmo Police Justy,OVA,1,5.80,970
Gakuen Handsome: Haitoku no Lesson,Music,2,5.79,316
Go! Go! 575,TV,4,5.80,7755
Ippatsu Hicchuu!! Devander,OVA,1,5.80,316
Love Like Aliens,Music,1,5.80,567
Mahou no Yousei Persia: Escape!,Music,1,5.80,192
Mayoiga,TV,12,5.80,117090
Nurse Witch Komugi-chan Magikarte Z Special,Special,1,5.80,1227
Planetes Picture Drama,Special,9,5.80,1205
Relic Armor Legaciam,OVA,1,5.80,686
Saiki Kusuo no ?-nan,ONA,1,5.81,3584
Seisen Cerberus: Ryuukoku no Fatalites,TV,13,5.80,49394
Shokupan Mimi,TV,12,5.80,803
Sword Gai,ONA,1,5.80,210
Umi no Mizu wa Naze Karai,Movie,1,5.80,531
Violence Jack: Jigoku Gai-hen,OVA,1,5.80,3456
Ai City,Movie,1,5.79,1513
AIKa Zero Picture Drama,Special,3,5.79,2554
Ano Koro no Namida wa,Music,1,5.79,401
Ariel Deluxe,OVA,2,5.79,615
Around,Movie,1,5.79,468
Bavel no Hon,Special,1,5.79,1906
Dimension Loop,OVA,1,5.79,1805
Endride,TV,24,5.79,38223
Hietsuki Bushi,Music,1,5.79,103
Katsudou Shashin,Movie,1,5.79,607
"Korekarasaki, Nando Anata to.",Music,1,5.79,370
Makyou Gaiden Le Deus,OVA,1,5.79,671
Mission School,Music,1,5.79,243
Mizutori,Music,1,5.79,275
Nana to Kaoru,OVA,1,5.79,12919
Nanako Kaitai Shinsho,OVA,6,5.79,6733
Princess Minerva,OVA,1,5.79,805
Toukiden Kiwami,ONA,1,5.79,518
Usagi-chan de Cue!!,OVA,3,5.79,3276
Antique Heart,OVA,1,5.78,616
Circuit Angel: Ketsui no Starting Grid,OVA,1,5.78,424
Doukyuusei 2 (OVA) Special: Sotsugyousei,OVA,3,5.78,526
Exper Zenon,Movie,1,5.78,623
Kyoufu Shinbun (2014),ONA,16,5.78,640
Mai Zhu,Movie,1,5.78,180
Makeruna! Makendou,OVA,1,5.78,555
Onnanoko tte.,Special,4,5.78,171
Robo to Shoujo (Kari),ONA,9,5.78,1031
Shibainuko-san,TV,26,5.78,6204
Yona Yona Penguin,Movie,1,5.78,469
Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Special,5,5.78,3265
1989,Music,1,5.77,374
Asatte Dance,OVA,2,5.77,534
Bouken Shite mo Ii Koro,OVA,3,5.77,369
California Crisis: Tsuigeki no Juuka,OVA,1,5.77,1604
Compiler Festa,OVA,1,5.77,455
Dallos Special,Movie,1,5.77,301
Hanappe Bazooka,OVA,1,5.77,1164
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,ONA,12,5.99,3251
Kuragehime: Soreike! Amars Tankentai,Special,6,5.77,6115
Love to Live By,Music,1,5.77,911
Makaryuudo Demon Hunter,OVA,1,5.77,668
Maken Liner 0011 Henshin Seyo!,Movie,1,5.77,238
Minarai Chameleon,Music,1,5.77,140
Okitegami Kyouko no Bibouroku x Monogatari,ONA,1,5.77,1771
Souseiki,Movie,1,5.77,959
Stitch to Suna no Wakusei,Special,1,5.77,198
Wish Me Mell,ONA,2,5.77,227
"Ai think so,",Music,1,5.77,203
Channel 5.5 2nd Season,ONA,4,5.76,277
Hana to Mogura,Movie,1,5.76,210
Macross Fufonfia,ONA,20,5.76,2189
Molly Star-Racer,Music,1,5.76,914
Mugen Shinshi: Bouken Katsugeki-hen,OVA,1,5.76,418
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,Movie,1,5.76,2029
Wake Up! Dodo,Music,1,5.76,140
Beat Shot!!,OVA,1,5.75,303
Biohazard 4D-Executer,Special,1,5.75,2423
Bounty Dog: Getsumen no Ibu,OVA,2,5.75,1752
EDEN,Music,1,5.75,1159
Gekkou Shokudou,Music,1,5.75,92
It Girl,Music,1,5.75,961
Life no Color,Movie,1,5.75,1441
Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Special,1,5.75,123
Mugen Senshi Valis,Special,1,5.75,215
Toilet no Kamisama,Music,1,5.75,165
Wasure-boshi,ONA,1,5.75,451
B Who I Want 2 B,Music,1,5.74,413
Bulg-eunmae,Movie,1,5.74,582
Elf 17,OVA,1,5.74,584
Galerians: Rion,OVA,3,5.74,2002
Glass no Kamen Desu ga,TV,3,5.74,773
"Go! Go! 575: Meippai ni, Hajiketeru?",Special,1,5.74,1628
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,OVA,1,5.74,1950
Shokupan Mimi Specials,Special,4,5.74,122
Uchuu Hikoushi no Uta,Music,1,5.74,351
Kai Doh Maru,OVA,1,5.73,5712
Kyoto Animation: Hassou-hen,Special,1,5.73,2246
Lost Forest,Music,1,5.72,302
Minarai Diva,TV,10,5.73,982
Monkey Punch no Sekai: Alice,OVA,1,5.73,715
Moonrakers,ONA,1,5.73,1013
Oosouji,Music,1,5.73,346
UG?Ultimate Girls,TV,12,5.73,6025
White Fantasy,Special,1,5.73,503
Bamboo Blade: Fanfu-Fufe-Fo,Special,2,5.72,484
Christmas,Music,1,5.72,356
Crash!,Special,3,5.70,1015
Kyoto Animation: Ajisai-hen,Special,1,5.72,2682
Kyoufu no Bio Ningen Saishuu Kyoushi,OVA,1,5.72,1628
Mahou no Pen,Movie,1,5.72,152
Pareo wa Emerald,Music,1,5.72,128
Q Transformers: Kaette Kita Convoy no Nazo,TV,13,5.72,404
R20: Ginga Kuukou,Special,1,5.72,563
Refrain,Music,1,5.72,104
Shimanchu MiRiKa,Special,1,5.72,267
Tora-chan to Hanayome,Movie,1,5.72,386
Ugokie Kori no Tatehiki,Movie,1,5.72,580
Wild 7 Another Bouryaku Unga,TV,13,5.72,339
Ankoku Shindenshou Takegami,OVA,3,5.71,912
Capricorn,OVA,1,5.71,1207
Cosmos Pink Shock,OVA,1,5.71,981
Gyo,OVA,1,5.71,27005
Kanojo ga Kanji wo Suki na Riyuu.,ONA,2,5.71,449
Macross XX,Special,1,5.71,1609
Minihams no Kekkon Song,Music,1,5.71,147
Murder,Movie,1,5.71,963
OZ,OVA,2,5.71,720
Psychic Force,OVA,2,5.71,1069
Shin Megami Tensei: Tokyo Mokushiroku,OVA,2,5.71,2871
Ai Mai! Moe Can Change!,OVA,1,5.70,4953
Big Order (TV),TV,10,5.70,84079
Dead Heat,OVA,1,5.69,495
Densha Kamo Shirenai,Music,1,5.70,528
Kaette Kita Top wo Nerae! Kagaku Kouza,Special,2,5.70,864
Last Orders,Special,1,5.70,395
Nulu-chan to Boku,ONA,1,5.70,141
Shinano Mainichi Shinbun,Special,1,5.71,1153
Wakusei Daikaiju Negadon,Movie,1,5.70,812
World Fool News,ONA,6,5.70,268
Yuureisen,Movie,1,5.70,609
Fushigi na Kusuri,Movie,1,5.69,218
Gundress,Movie,1,5.69,2005
Hagane Orchestra,TV,12,5.69,1499
Koroshiya-san: The Hired Gun,TV,10,5.69,4608
KY Kei JC Kuukichan,ONA,6,5.69,394
Kyoufu Densetsu Kaiki! Frankenstein,Special,1,5.69,578
Momo Kyun Sword,TV,12,5.69,19246
Peeping Life: The Perfect Emotion,OVA,10,5.69,349
Pink Mizu Dorobou Ame Dorobou,Movie,1,5.70,339
Transformers: Robot Masters,Special,2,5.69,485
Yakusai Kochou,OVA,1,5.69,1025
009 Re:Cyborg x Zip,ONA,10,5.68,198
Baby Felix,TV,65,5.68,240
Bishoujo Mobage: Mobami-chan,ONA,1,5.68,763
Delpower X Bakuhatsu Miracle Genki!,OVA,1,5.68,644
Dream C Club Pure Songs Clips,Music,2,5.68,358
Good Morning,Music,1,5.68,1381
Hoka Hoka Oden no Uta,Music,1,5.68,394
Joker: Marginal City,OVA,1,5.68,533
Jungle de Ikou!,OVA,3,5.68,3185
Kaede New Town,Movie,1,5.68,344
Kuro Nyago,Movie,1,5.68,1979
Momoya x Peeping Life: Go en Desu yo!,ONA,4,5.68,218
Planzet,Movie,1,5.68,2923
PostPet Momobin,TV,24,5.68,215
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,ONA,1,5.68,155
Sora wa Koko ni Aru,Music,1,5.68,140
Sotsugyou M: Ore-tachi no Carnival,OVA,2,5.68,1268
Anime Tenchou Movie,Movie,1,5.67,1280
Barom One,TV,13,5.67,772
Eien no Aselia,OVA,2,5.67,3132
I Love Sky,Special,1,5.67,121
InaDan Movie x Mameshiba Collab CM,Special,2,5.67,199
Kyoto Animation: Sora-hen,Special,1,5.67,2306
Majuu Sensen: The Apocalypse,TV,13,5.67,747
Mayonaka wa Junketsu,Music,1,5.67,162
Moving Colors,Movie,1,5.67,109
Nakoruru: Ano Hito kara no Okurimono,OVA,1,5.67,1014
Rakugaki Picasso,Music,1,5.67,310
Reunion (Music),Music,1,5.67,1229
Riki-Oh 2: Horobi no Ko,OVA,1,5.67,725
Stay the Same,Music,1,5.67,160
Tokyo Juushouden,OVA,3,5.67,1001
Vanquished Queens Specials,Special,4,5.67,2670
Backkom: Jung-gug Gijeogwi,Special,1,5.66,117
Digital Juice,OVA,6,5.66,3880
Futago no Mahoutsukai Lico to Gli,ONA,4,5.66,237
Gokicha!!,ONA,2,5.66,5615
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,OVA,1,5.66,3367
Meat or Die,ONA,12,5.66,161
Midori no Neko,OVA,1,5.66,556
Nebula feat. Hatsune Miku,Music,1,5.66,1006
E no Umakatta Tomodachi,Music,1,5.65,360
Happy ComeCome,Movie,1,5.65,758
Home-Pato the Movie,ONA,1,5.65,217
Maryuu Senki,OVA,3,5.65,812
Power Dolls,OVA,2,5.65,921
Souhaku Shisuferia,Music,1,5.65,261
Timing,ONA,1,5.65,558
Tomoe ga Yuku!,OVA,2,5.65,317
Yubi wo Nusunda Onna,Movie,1,5.65,223
100%,OVA,1,5.64,363
Abashiri Ikka,OVA,4,5.64,2000
Ariel Visual,OVA,2,5.64,653
Asa ga Kuru mae ni: Sasurai Version,Music,1,5.64,187
Big Wars: Kami Utsu Akaki Kouya ni,OVA,1,5.64,1512
Docchi ni Suru?,Movie,1,5.64,398
Fen Qing,Music,1,5.64,120
Francesca,TV,24,5.64,6487
Happy Kappy,TV,25,5.64,792
Hit wo Nerae!,TV,8,5.64,3772
Ikeike! Momon-chan,TV,15,5.64,443
Kaumori,Movie,1,5.64,663
Pair,Music,1,5.64,675
Suzakinishi the Animation,TV,12,5.64,3190
Yumekuri,OVA,1,5.64,4218
A-Girl,OVA,1,5.63,585
Bernard-jou Iwaku.,TV,12,5.63,9367
Hit wo Nerae! Specials,Special,4,5.63,1016
Kimi wa Tomodachi,Music,1,5.63,99
Kinniku Banzuke: Kongou-kun no Daibouken!,TV,3,5.63,192
Neon The Animation,ONA,6,5.63,413
Obake no Dokurou,ONA,1,5.63,655
Pan de Peace!,TV,13,5.63,18420
Teddy,Movie,1,5.63,105
Twinkle Heart: Gingakei made Todokanai,OVA,1,5.63,307
Boku wa Konomama Kaeranai,OVA,1,5.62,6148
Bologee Story,ONA,1,5.62,336
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,Special,1,5.62,1665
Double-J,TV,11,5.62,8467
Kipling Jr.,Movie,1,5.62,293
Megami Tengoku,OVA,2,5.62,952
RS Keikaku: Rebirth Storage,Special,1,5.62,4648
Sono Mukou no Mukougawa,Music,1,5.62,267
Urarochi Diamond,OVA,1,5.62,572
663114,Movie,1,5.61,1701
Anitore! EX,TV,12,5.62,15005
Apartment!,ONA,1,5.61,819
Blame! Special,Special,1,5.61,4087
Choro Q Dagram,Movie,1,5.61,403
Copihan,ONA,7,5.61,6167
Good Morning Althea,OVA,1,5.61,830
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,OVA,1,5.61,2039
Minihams no Ai no Uta,Music,1,5.61,161
SD Gundam Force,TV,52,5.61,4825
With You: Mitsumeteitai,OVA,2,5.61,669
Amon Saga,OVA,1,5.60,2781
Atama wa Tsukaiyou. Card mo Tsukaiyou.,Special,1,5.60,177
Bavi Stock,OVA,2,5.60,357
Be Blues! Ao ni Nare,ONA,1,5.60,154
Kennosuke-sama,OVA,1,5.63,257
Kimi ga Nozomu Eien: Gundam Parody,Special,1,5.60,4159
Okashina Hotel,Special,1,5.60,309
Old City Ward,Music,1,5.60,278
Peeping Life,TV,10,5.60,1534
Rinkaku,Music,1,5.60,606
Wake Up,Music,1,5.60,254
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Music,1,5.59,385
Heya/Keitai,Movie,1,5.59,311
MapleStory,TV,25,5.59,3327
Nekketsu Tantei Jimusho,ONA,5,5.59,229
Nihonichi Momotarou,Movie,1,5.59,705
Prayers,OVA,2,5.59,952
Shounen Jack to Mahoutsukai,Movie,1,5.59,230
Sugio: Mori de Koi wo Shite,ONA,3,5.59,101
Toyama Kankou Anime Project,Special,6,5.59,580
Virus: Virus Buster Serge,TV,12,5.59,2250
Worku,ONA,2,5.59,216
Yuki no Taiyou Pilot,Special,1,5.58,1051
Anitore! EX: Jigoku no Training,Special,5,5.58,961
Baguda-jou no Touzoku,Movie,1,5.58,185
Fantasia,OVA,1,5.58,877
Fushigi no Umi no Nadia: Original Movie,Movie,1,5.58,3644
I Love Picnic,Special,1,5.58,110
Marriage: Kekkon,OVA,2,5.58,670
Meow no Hoshi,OVA,1,5.58,212
Michi (Music),Music,1,5.58,431
Mirai Koushi Harima SACLA,ONA,1,5.58,577
Oshiri Kajiri Mushi (TV) 4th Season,TV,10,5.58,252
PoPo Loouise,Music,1,5.58,106
Shinrabanshou: Tenchi Shinmei no Shou,ONA,1,5.58,326
Tokyo Juushouden: Fuuma Gogyou Denshou,OVA,3,5.58,217
Hungry Zombie Francesca!!,Music,2,5.57,242
Kaitou Reinya Pilot,Special,1,5.57,438
Kaze no Invitation,Music,1,5.57,229
